first_cmt,forum_links,last_posts,posts,stock_names
Opp ok tq,/servlets/forum/800004731.jsp?fp=39,"May 13, 12:50 PM",3,Stock: [HSI-C18]: HSI-C18: CW HANG SENG INDEX (MACQ)
Will they push up before expiry?,/servlets/forum/800004464.jsp?fp=39,"May 12, 09:22 PM",1,Stock: [SKPETROC16]: 
Bought 0.115,/servlets/forum/800001704.jsp?fp=39,"May 12, 04:05 PM",1,Stock: [FITTERS-WA]: FITTERS DIV BHD - WA
why no one buy c28...i will buy....,/servlets/forum/800004860.jsp?fp=39,"May 11, 04:26 PM",1,Stock: [GENTINGC28]: GENTINGC28: CW GENTING BERHAD (RHB)
maturity date ; 8 June 2016   ....,/servlets/forum/800004329.jsp?fp=39,"May 10, 11:42 PM",2,Stock: [CMSB-CM]: 
what happen? it suppose to expire on 8th april 2016?,/servlets/forum/800002944.jsp?fp=39,"May 10, 09:32 PM","4,072",Stock: [CLIQ-WA]: CLIQ ENERGY BERHAD-WA 13/16
"Wow, Mr Icon's bet is bearing fruit.",/servlets/forum/800004805.jsp?fp=39,"May 6, 07:10 PM",1,Stock: [AIRASIAC30]: AIRASIAC30: CW AIRASIA BERHAD (MIBB)
Buy little bit testing =),/servlets/forum/800004791.jsp?fp=39,"May 3, 02:46 PM",1,Stock: [FBMKLCI-C46]: FBMKLCI-C46: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ)
Berkshire Hathaway is streaming their Annual Shareholder Meeting Live now 10PM...,/servlets/forum/800000219.jsp?fp=39,"Apr 30, 10:04 PM",1,Stock: [BRKB-C1]: BRKB-C1:CW ZS BRKSHRE HTWY(AM)
"TQ Jim!! by the way, Settlement Level refers to the closing futures index on 2...",/servlets/forum/800004609.jsp?fp=39,"Apr 29, 10:06 AM",210,Stock: [HSI-C17]: 
"paperplane you are worst lah, kekeke",/servlets/forum/800004933.jsp?fp=39,"Apr 28, 02:28 PM",8,Stock: [SGB-PR]: 
"Won't , u buy at what price?",/servlets/forum/800004611.jsp?fp=39,"Apr 25, 12:06 AM",13,Stock: [HSI-HU]: 
they are not in the money or are going to expire soon..  catl @tradersam how c...,/servlets/forum/800004608.jsp?fp=39,"Apr 19, 05:22 PM",19,Stock: [HSI-C16]: 
It can goes to zero bidding if the index is high enough.,/servlets/forum/800004610.jsp?fp=39,"Apr 18, 05:36 PM",39,Stock: [HSI-HT]: 
KLCC AGM story - http://mytownpharmacy.blogspot.my/2016/04/klccp-agm.html,/servlets/forum/800000850.jsp?fp=39,"Apr 16, 02:58 AM",142,Stock: [KLCCP]: KLCC PROPERTY HOLDINGS BHD
selling pressure again,/servlets/forum/800001637.jsp?fp=39,"Apr 15, 03:54 PM",43,Stock: [FFHB-WB]: FED FURNITURE HLDG(M)BHD-WA
Buy 10.5 cents now.,/servlets/forum/800004333.jsp?fp=39,"Apr 14, 12:02 PM",2,Stock: [PMETAL-CL]: 
tepiler sekejap..jangan blocking.,/servlets/forum/800004651.jsp?fp=39,"Apr 14, 09:28 AM",8,Stock: [PARKSON-CP]: 
"Hang Seng moving to 22,000 points? Hope this counter makes its move now",/servlets/forum/800004607.jsp?fp=39,"Apr 13, 06:58 PM",9,Stock: [HSI-C15]: 
Anyone here know why no one buy c50. Is this c50 already expired?,/servlets/forum/800004469.jsp?fp=39,"Mar 17, 09:33 PM","5,204",Stock: [FBMKLCI-C12]: 
"Bought in more at 0.05, accumulating & waiting for rebound...",/servlets/forum/800004723.jsp?fp=39,"Apr 12, 03:47 PM",1,Stock: [DIGI-C9]: DIGI-C9: CW DIGI.COM BHD (CIMB)
wait to confirm for projek lor baru beli .... time tu fly lah nanti,/servlets/forum/800001839.jsp?fp=39,"Apr 11, 08:40 AM",54,Stock: [PWORTH-WA]: PRICEWORTH INTL BHD - WA
bintai wa go go go!,/servlets/forum/800004340.jsp?fp=39,"Apr 10, 08:31 PM",7,Stock: [BINTAI-WA]: BINTAI KINDEN CORP BHD
"Can hepl abit , do you guys know where to check if got new put or call warrant...",/servlets/forum/800004752.jsp?fp=39,"Apr 7, 09:20 PM",1,Stock: [FBMKLCI-C40]: FBMKLCI-C40: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
buy buy buy,/servlets/forum/800004582.jsp?fp=39,"Apr 7, 10:05 AM",2,Stock: [DSONIC-CH]: 
CIMB con master,/servlets/forum/800004555.jsp?fp=39,"Apr 7, 09:43 AM",48,Stock: [FBMKLCI-H27]: 
Got some more at .06 .. Nice,/servlets/forum/800004626.jsp?fp=39,"Apr 6, 09:28 PM",4,Stock: [SKPETROC23]: 
hmm..bagus..bagus..penyamun rela mati bunuh diri dari buka pintu pada orang la...,/servlets/forum/800004210.jsp?fp=39,"Apr 6, 02:52 PM",6,Stock: [MHB-CX]: MHB-CX
Jeffrey Koh : Jeffrey Koh I find out why Issuer by	MACQUARIE CAPITAL SECURITIE...,/servlets/forum/800004835.jsp?fp=39,"Mar 11, 03:26 AM",7,Stock: [FBMKLCI-H53]: FBMKLCI-H53: PW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"wei penyamun..ni cammana ni,,belum masuk dah jem..taik betul ler korang ni..ha...",/servlets/forum/800004364.jsp?fp=39,"Apr 5, 08:28 AM",1,Stock: [UMWOG-CY]: 
Accumulate at 0.87 around :),/servlets/forum/800002425.jsp?fp=39,"Apr 4, 08:33 PM",23,Stock: [TAMBUN-WA]: TAMBUN INDAH LAND- WARR 12/17
"Bilis Bilis Mar 31, 2016 04:43 PM | Report Abuse  I am seeing KLCI going into ...",/servlets/forum/800004553.jsp?fp=39,"Apr 4, 06:26 PM",2,Stock: [FBMKLCI-C24]: 
"Bilis Bilis Mar 31, 2016 04:43 PM | Report Abuse  I am seeing KLCI going into ...",/servlets/forum/800004552.jsp?fp=39,"Apr 4, 06:25 PM",252,Stock: [FBMKLCI-C22]: 
Mum going up will this counter follow?,/servlets/forum/800004334.jsp?fp=39,"Apr 1, 03:33 AM",3,Stock: [TA-CF]: 
Hi Bro ?   What you means on POS?? and why you post here for the POS?    Poste...,/servlets/forum/800004259.jsp?fp=39,"Mar 31, 06:12 PM",2,Stock: [PARKSON-CO]: 
This warrant is hopeless.,/servlets/forum/800004596.jsp?fp=39,"Mar 22, 11:36 AM",20,Stock: [UEMS-C21]: 
"Now conversion rate 3.92, but PB ebay card rate =4.05 premium 3.3 %",/servlets/forum/800004162.jsp?fp=39,"Mar 31, 12:15 PM",3,Stock: [FBMKLCI-HO]: FBMKLCI-HO
Ayam Tua  Last Date & Time of Trading	04 Apr 2016 05:00 PM Date & Time...,/servlets/forum/800000013.jsp?fp=39,"Mar 30, 08:06 AM",68,Stock: [IRIS-WB]: IRIS CORP BHD-WARR 2010/2016
when can yalan,/servlets/forum/800000438.jsp?fp=39,"Dec 6, 05:16 AM",10,Stock: [GOPENG]: GOPENG BHD
"popcorn, dont think UMA can issued to call warrant",/servlets/forum/800004260.jsp?fp=39,"Mar 23, 06:41 PM",19,Stock: [POS-CU]: 
Con stock warrent,/servlets/forum/800004159.jsp?fp=39,"Mar 22, 05:30 PM",25,Stock: [FBMKLCI-CU]: FBMKLCI-CU
will this call warrant goreng before delisting ? .....,/servlets/forum/800004189.jsp?fp=39,"Mar 22, 09:39 AM",16,Stock: [JTIASA-CD]: JTIASA-CD
this one cash settled warrants. mana boleh convert. dah trap consider burn la,/servlets/forum/800004194.jsp?fp=39,"Mar 21, 05:03 PM",16,Stock: [POS-CT]: POS-CT
"expired already, how to calculation loss amount.",#,"Mar 21, 04:10 PM","2,189",
"expired already, how to calculation loss amount.",/servlets/forum/800004471.jsp?fp=40,"Mar 21, 04:10 PM","2,189",Stock: [FBMKLCI-H5]: 
not worth it......,/servlets/forum/800001479.jsp?fp=40,"Mar 19, 12:33 AM",315,Stock: [IRMGRP]: IRM GROUP BHD
This big crocodile purposely throw down n want us to follow...they waiting dow...,/servlets/forum/800004895.jsp?fp=40,"Mar 18, 03:18 PM",4,Stock: [MFCB-OR]: 
Warrant 3 for 2..gd deal!!!!,/servlets/forum/800004893.jsp?fp=40,"Mar 18, 10:17 AM",13,Stock: [SAUDEE-OR]: 
"index uptrend, this counter like dead fish...",/servlets/forum/800004554.jsp?fp=40,"Mar 17, 10:53 AM",143,Stock: [FBMKLCI-H25]: 
Will be,/servlets/forum/800004906.jsp?fp=40,"Mar 16, 08:28 PM",1,Stock: [UMW-CV]: UMW-CV: CW UMW HLDGS BHD (RHBIB)
http://www.klse.my/entitlement/115885.jsp,/servlets/forum/800000691.jsp?fp=40,"Feb 17, 05:58 PM",2,Stock: [TASEK-PA]: TASEK CORP BHD-6EF
I'm going back in to average down my cost... coz' I have faith!,/servlets/forum/800001959.jsp?fp=40,"Mar 12, 07:01 AM",53,Stock: [COASTAL-WA]: COASTAL CONTRACTS BHD-WA 11/16
"hello why alreday near expired and Exercise Price:	MYR 1,600.00. why still got...",/servlets/forum/800004537.jsp?fp=40,"Mar 12, 12:59 AM",1,Stock: [FBMKLCI-H23]: 
Phase 1 award is only the beginning...more good things coming!,/servlets/forum/800001247.jsp?fp=40,"Mar 11, 03:24 PM",4,Stock: [ZECON-WA]: ZECON BHD-WARRANTS 2007/2017
kossan coming,/servlets/forum/800004676.jsp?fp=40,"Mar 11, 03:09 PM",1,Stock: [KOSSAN-CL]: 
mother move.......... can try HARTA-CS because low premium & still have 32...,/servlets/forum/800004806.jsp?fp=40,"Mar 9, 09:42 AM",3,Stock: [HARTA-CS]: HARTA-CS: CW HARTALEGA HOLDINGS BERHAD (MIBB)
weeeeeeeeeeeeeeeee,/servlets/forum/800004366.jsp?fp=40,"Mar 8, 03:14 PM",2,Stock: [STONE-WA]: STONE MASTER CORP BHD
Target Achieved : ),/servlets/forum/800004648.jsp?fp=40,"Mar 7, 03:41 PM",8,Stock: [GENTINGC27]: 
How abount this counter ? any comment ?,/servlets/forum/800004638.jsp?fp=40,"Mar 7, 08:46 AM",2,Stock: [TOPGLOV-CX]: 
Yaya...I waiting at 1.98 again,/servlets/forum/800001999.jsp?fp=40,"Feb 10, 12:10 PM",224,Stock: [HAPSENG-WA]: HAP SENG CONS-WARRANTS 11/16
if 1.7 is the price of airasia at mat date. then you earn 0.016,/servlets/forum/800004466.jsp?fp=40,"Mar 1, 11:32 PM",14,Stock: [AIRASIAC25]: 
"Oh No, ayam tua want this end settlement in 0",/servlets/forum/800004508.jsp?fp=40,"Mar 1, 05:20 PM",2,Stock: [FBMKLCI-H19]: 
tp 0.08.. go go go..,/servlets/forum/800004595.jsp?fp=40,"Mar 1, 05:15 PM",2,Stock: [UEMS-C20]: 
anybody know if this one will gap up a bit since the mother share has gone up ...,/servlets/forum/800004304.jsp?fp=40,"Mar 1, 12:22 PM",2,Stock: [PBBANK-C4]: 
Very consistently in delivery excellent results.,/servlets/forum/800001139.jsp?fp=40,"Feb 29, 08:51 PM",4,Stock: [METROD]: METROD HOLDINGS BHD
"Futures closed 1,654.  12.8 sen settlements...... still LOWER than the lowest ...",/servlets/forum/800004447.jsp?fp=40,"Feb 29, 06:01 PM",3,Stock: [FBMKLCI-H3]: 
anybody have this counter news? pls share....,/servlets/forum/800003581.jsp?fp=40,"Feb 29, 05:19 PM",389,Stock: [IRETEX-LA]: IRE-TEX CORP BHD
Good show. Congratulations to those sold 4 sen or more few days ago.,/servlets/forum/800004468.jsp?fp=40,"Feb 29, 05:13 PM",31,Stock: [BJCORP-CY]: 
still got hope?????? now its coming,/servlets/forum/800004135.jsp?fp=40,"Jan 29, 11:01 AM",37,Stock: [BJAUTO-CH]: BJAUTO-CH
How much profit metfapa 2015?,/servlets/forum/800004703.jsp?fp=40,"Feb 26, 03:09 PM",5,Stock: [METFAPA]: METFAPA
Sure difference.C15 longer expiry date but 23800 totally out of money. Better ...,/servlets/forum/800004492.jsp?fp=40,"Feb 23, 03:57 AM",73,Stock: [HSI-C13]: 
mari mari,/servlets/forum/800002006.jsp?fp=40,"Feb 23, 01:45 AM",19,Stock: [KSL-WA]: KSL HOLDINGS BHD-WARRANT 11/16
Not sure o...,/servlets/forum/800001062.jsp?fp=40,"Feb 18, 03:29 PM",18,Stock: [GAMUDA-WR]: GAMUDA BERHAD - WARRANT RIGHTS
Write a comment..because no time value ady,/servlets/forum/800001749.jsp?fp=40,"Feb 18, 01:41 PM",18,Stock: [WCT-WC]: WCT HLDGS BHD -WARR 2011/2016
"Jadi is on uptrend mode, Strong buy but must have holding power",/servlets/forum/800001483.jsp?fp=40,"Feb 16, 09:54 AM",31,Stock: [JADI-WA]: JADI IMAGING BHD-WA 2010/2015
yes recieved today....no of shares X RM0.1179....LOSTED,/servlets/forum/800004002.jsp?fp=40,"Feb 15, 04:59 PM","9,892",Stock: [FBMKLCI-HK]: FBMKLCI-HK
So stil cn go,/servlets/forum/800004773.jsp?fp=40,"Feb 15, 01:28 PM",3,Stock: [SUPERMX-C11]: SUPERMX-C11: CW SUPERMAX CORP BHD (KIBB)
Nice move today,/servlets/forum/800004514.jsp?fp=40,"Feb 11, 07:26 PM",5,Stock: [DOMINAN-WA]: DOMINANT ENTERPRISE BHD
"gonna expire soon, beware danger",/servlets/forum/800004270.jsp?fp=40,"Feb 10, 03:13 PM",1,Stock: [SUPERMX-C2]: 
put warant no mother share oi...mati katak oi,/servlets/forum/800004509.jsp?fp=40,"Feb 8, 10:31 PM",3,Stock: [FBMKLCI-H7]: 
Those who still hold this warrant better convert fast. Maturity date is on the...,/servlets/forum/800000428.jsp?fp=40,"Feb 6, 11:54 PM",32,Stock: [KULIM-WC]: KULIM (MSIA) BHD -WARRANTS
Xox OR will be listed or not? On went?,/servlets/forum/800004776.jsp?fp=40,"Feb 5, 10:48 PM",27,Stock: [XOX-OR]: 
Just sharing..  ● WARNING ☞ Any warrants issued by MacQuarie.. pls exercise ca...,/servlets/forum/800004348.jsp?fp=40,"Feb 5, 01:23 PM",25,Stock: [UEMS-C17]: 
"Just sharing..  ""● WARNING ☞ Any warrants issued by MacQuarie.. pls exerci...",/servlets/forum/800004798.jsp?fp=40,"Feb 5, 01:20 PM",1,Stock: [TOPGLOV-C3]: TOPGLOV-C3: CW TOP GLOVE CORP BHD (MACQ)
1 month for mother  to up 20 sen......sap sap sui.,/servlets/forum/800004480.jsp?fp=40,"Feb 4, 03:31 PM",8,Stock: [SKPETROC19]: 
technology...$$,/servlets/forum/800004302.jsp?fp=40,"Feb 2, 08:37 PM",2,Stock: [MAXIS-CQ]: 
So shall we buy this LR a4 5 cents..?,/servlets/forum/800004777.jsp?fp=40,"Feb 1, 01:08 PM",9,Stock: [PUC-LR]: 
hihihi,/servlets/forum/800004751.jsp?fp=40,"Jan 31, 08:51 PM",16,Stock: [SUPERMX-C9]: SUPERMX-C9: CW SUPERMAX CORP BHD (MACQ)
wah sleeping...all of a sudden awake...any news?,/servlets/forum/800002803.jsp?fp=40,"Jan 29, 05:32 PM",65,Stock: [SAMUDRA-WA]: KEJURUTERAAN SAMUDRA-WA 13/18
"better becareful, maturity date is at the corner",/servlets/forum/800004434.jsp?fp=40,"Jan 28, 01:52 PM",3,Stock: [CHINA50-HA]: 
waiting to become toilet paper... now day push mother more than son... jz sell...,/servlets/forum/800001799.jsp?fp=40,"May 30, 09:39 AM",14,Stock: [DBE-WA]: D.B.E. GURNEY RES-WARR 11/16
Why index up it dropping? Is it against index? Why its name call warrant?,/servlets/forum/800004720.jsp?fp=40,"Jan 27, 09:32 AM",42,Stock: [FBMKLCI-C34]: FBMKLCI-C34: CW FTSE BURSA MALAYSIA KLCI INDEX (CIMB)
"hope the mother can shoot up, release some money to the crying retailers...",/servlets/forum/800000876.jsp?fp=40,"Jan 22, 04:19 PM",123,Stock: [GCB-WA]: GUAN CHONG BHD-WA 2011/2016
"ACCORDING TO CHINA INDEX, THIS PRICE SHOULD BE 0.05 SOHAI",/servlets/forum/800004432.jsp?fp=40,"Jan 22, 03:46 PM",21,Stock: [CHINA50-CA]: 
"MACQ wont rebound, they like to cheat money",#,"Jan 22, 02:43 PM",4,
"MACQ wont rebound, they like to cheat money",/servlets/forum/800004431.jsp?fp=41,"Jan 22, 02:43 PM",4,Stock: [CHINA50-C9]: 
die....,/servlets/forum/800004385.jsp?fp=41,"Jan 21, 05:03 PM",2,Stock: [TENAGA-C20]: 
what is this counter doing,/servlets/forum/800004264.jsp?fp=41,"Jan 21, 04:14 PM",3,Stock: [METFSID]: METFSID
any idea?,/servlets/forum/800004755.jsp?fp=41,"Jan 21, 03:14 PM",1,Stock: [BJCORP-CZ]: BJCORP-CZ: CW BERJAYA CORP BHD (CIMB)
May I know when is this OR expiring?,/servlets/forum/800001300.jsp?fp=41,"Jan 21, 09:32 AM",6,Stock: [TIGER-OR]: TIGER SYNERGY BERHAD-OR
300% within 1 week,/servlets/forum/800002056.jsp?fp=41,"Jan 19, 12:43 PM",5,Stock: [RESINTC-WA]: RESINTECH BHD-WARR 2011/2016
any idea to this counter?,/servlets/forum/800004463.jsp?fp=41,"Jan 17, 01:35 PM",1,Stock: [SKPETRO-HC]: 
"crystal168.... latest update, any?",/servlets/forum/800004267.jsp?fp=41,"Jan 15, 03:33 PM",16,Stock: [GTRONIC-CE]: 
just buy .... if fgv reach rm2 ...c7 = 0.15  window dressing ... really,/servlets/forum/800004448.jsp?fp=41,"Jan 15, 10:25 AM",50,Stock: [FGV-C7]: 
other like vs wa,/servlets/forum/800004546.jsp?fp=41,"Jan 14, 03:29 PM",1,Stock: [MSFT-C1]: 
any idea??,/servlets/forum/800004728.jsp?fp=41,"Jan 13, 01:25 PM",1,Stock: [FBMKLCI-C38]: FBMKLCI-C38: CW FTSE BURSA MALAYSIA KLCI INDEX (MACQ)
hihihi,/servlets/forum/800004102.jsp?fp=41,"Jan 12, 10:52 AM",2,Stock: [MAYBANKC11]: MAYBANKC11
can anyone explain how ifcamsc wa works?,/servlets/forum/800000027.jsp?fp=41,"Jan 12, 08:40 AM",219,Stock: [IFCAMSC-WA]: IFCA MSC BHD-WA 2011/2016
HX is in discount offer now... Intrinsic value 0.46 and current price only 0.4...,/servlets/forum/800004402.jsp?fp=41,"Jan 11, 12:53 PM",51,Stock: [FBMKLCI-HX]: 
h still can play),/servlets/forum/800004416.jsp?fp=41,"Jan 10, 12:17 PM",3,Stock: [HSI-HM]: 
I already received...,/servlets/forum/800001183.jsp?fp=41,"Jan 7, 01:50 PM",424,Stock: [OSKPROP]: OSK PROPERTY HOLDINGS BHD
later will shoot. waiting for the right time only,/servlets/forum/800001798.jsp?fp=41,"Jan 6, 03:20 PM",4,Stock: [YFG-WA]: YFG BERHAD -WARR A 11/16
"""X...... has a slide in its shares price, H..... will see an avalanche whe...",/servlets/forum/800001095.jsp?fp=41,"Jan 6, 02:29 PM",95,Stock: [LBS-WA]: LBS BINA GROUP BHD 08/18-WA
New year..new high...huat AR....congratulations to all  Kawan wa shareholders,/servlets/forum/800001986.jsp?fp=41,"Jan 5, 12:20 PM",12,Stock: [KAWAN-WA]: KAWAN FOOD BHD-WARRANTS 11/16
"This is good counter. Index Down price up slow , Index up price down ""main...",/servlets/forum/800004536.jsp?fp=41,"Jan 5, 11:11 AM",12,Stock: [FBMKLCI-H21]: 
if HZ 0.15 then HX will be 0.55~ let see~,/servlets/forum/800004404.jsp?fp=41,"Jan 5, 07:51 AM",12,Stock: [FBMKLCI-HZ]: 
thsi CIMB put warrant is will have zero trading volume till the expiry date at...,/servlets/forum/800004474.jsp?fp=41,"Jan 3, 09:16 PM",3,Stock: [FBMKLCI-JB]: 
.....tomorrow got chance?!,/servlets/forum/800004106.jsp?fp=41,"Dec 31, 01:11 AM",5,Stock: [SUPERMX-CZ]: SUPERMX-CZ
because nobody goreng it and bank want make money buy selling it to reailers.....,/servlets/forum/800004400.jsp?fp=41,"Dec 28, 03:43 PM",37,Stock: [FBMKLCI-C8]: 
die,/servlets/forum/800001828.jsp?fp=41,"Dec 28, 03:39 PM",45,Stock: [OMESTI-WA]: FORMIS RESOURCES WARR 11/16
Too expensive. Overpriced which makes Warrant overvalued and sure to lose money,/servlets/forum/800004726.jsp?fp=41,"Dec 26, 11:41 AM",1,Stock: [TPC-OR]: 
any idea ?,/servlets/forum/800000437.jsp?fp=41,"Dec 23, 11:17 PM",77,Stock: [COMFORT-WA]: INTEGRATD RUBBER CORP-WA 10/15
Going in on monday.anyone?,/servlets/forum/800002079.jsp?fp=41,"Dec 19, 11:15 PM",1,Stock: [KFM-WA]: KUANTAN FLOUR MILLS-WARR 11/16
die ady?,/servlets/forum/800004166.jsp?fp=41,"Dec 17, 05:28 PM",1,Stock: [CIMB-C5]: CIMB-C5
may be great demands from institutions.....so ranhill up the the price to 1.70...,/servlets/forum/800000018.jsp?fp=41,"Dec 17, 03:34 PM","2,189",Stock: [SYMPHNY]: SYMPHONY HOUSE BHD
:),/servlets/forum/800004577.jsp?fp=41,"Dec 16, 11:00 AM",4,Stock: [VS-CB]: 
H. warrant......can buy and hold...suggest.....Khairua,/servlets/forum/800002631.jsp?fp=41,"Dec 15, 10:07 AM",6,Stock: [HUBLINE-OR]: HUBLINE BERHAD-Ordinary Rights
:),/servlets/forum/800004185.jsp?fp=41,"Dec 15, 09:01 AM",4,Stock: [MYEG-CK]: MYEG-CK
what happen? today price range super...,/servlets/forum/800004095.jsp?fp=41,"Dec 11, 09:49 PM",1,Stock: [ASTRO-CT]: ASTRO-CT
Good support. Afternoon sure rebound. Stay tune,/servlets/forum/800004344.jsp?fp=41,"Oct 12, 11:12 AM",17,Stock: [FBMKLCI-CZ]: 
KLCI 1600 1H2106,/servlets/forum/800004352.jsp?fp=41,"Dec 10, 10:02 AM",6,Stock: [FBMKLCI-HU]: 
HSI-CY ...BUY,/servlets/forum/800004413.jsp?fp=41,"Dec 9, 03:10 PM",92,Stock: [HSI-CY]: 
@fat_tat Thanks. But I'm late to look back.,/servlets/forum/800002039.jsp?fp=41,"Dec 8, 08:40 PM",10,Stock: [HLBANK-OR]: HONG LEONG BANK-ORD RIGHTS
Q,/servlets/forum/800001283.jsp?fp=41,"Dec 8, 12:59 AM",1,Stock: [ABRIC-WA]: ABRIC BHD-WARRANTS
H i,/servlets/forum/800003019.jsp?fp=41,"Dec 8, 12:34 AM",1,Stock: [BKOON-OR]: BOON KOON GROUP BHD-ORD RIGHTS
"Wonkksa, try Nova for a bit ...",/servlets/forum/800001673.jsp?fp=41,"Dec 6, 03:59 AM",11,Stock: [EG-WB]: EG IND BHD-WA
Gone with gun zzzzzz,/servlets/forum/800002790.jsp?fp=41,"Dec 2, 06:58 PM",509,Stock: [K1-WB]: K-ONE TECHNOLOGY BHD-WB 12/15
Listing Information & Profile for Structured Warrants Instrument Category ...,/servlets/forum/800004540.jsp?fp=41,"Dec 2, 02:23 PM",1,Stock: [MYEG-CO]: 
Is this the main chat for this stock. Why no one chatting?,/servlets/forum/800004594.jsp?fp=41,"Nov 27, 09:19 AM",3,Stock: [SUPERMX-C6]: 
expiry date 1.12.15,/servlets/forum/800004244.jsp?fp=41,"Nov 20, 10:19 AM",27,Stock: [SUPERMX-C1]: 
Heheh .follow tj,/servlets/forum/800004015.jsp?fp=41,"Nov 25, 02:28 AM",2,Stock: [UEMS-C12]: UEMS-C12
Will I lose money or make money if mother share maintains 1.60 until expiry if...,/servlets/forum/800004241.jsp?fp=41,"Nov 23, 01:24 PM",7,Stock: [DSONIC-CE]: 
up up up,/servlets/forum/800001956.jsp?fp=41,"Nov 21, 10:24 AM",148,Stock: [MMAG-WA]: INGENUITY CONS - WARR 2011/16
wah up so much....,/servlets/forum/800003948.jsp?fp=41,"Nov 20, 11:15 PM",1,Stock: [ARMADA-CZ]: 
buy....by this week can sure make money,/servlets/forum/800004110.jsp?fp=41,"Nov 17, 04:48 PM",1,Stock: [WCT-CU]: WCT-CU
i'm confused. Is the excercise price 0.60 or 0.90?,#,"Nov 16, 06:17 PM",37,
i'm confused. Is the excercise price 0.60 or 0.90?,/servlets/forum/800001941.jsp?fp=42,"Nov 16, 06:17 PM",37,Stock: [MITRA-WC]: MITRAJAYA HOLDINGS BHD - WC
Penang property market to be resilient on sustained demand   PETALING JAYA (No...,/servlets/forum/800001114.jsp?fp=42,"Nov 13, 09:38 PM",45,Stock: [ASAS]: ASAS DUNIA BHD
Magic coming,/servlets/forum/800004144.jsp?fp=42,"Nov 12, 05:55 PM",4,Stock: [FGV-C4]: FGV-C4
.not bad.....  The king of all call speculation tools...............,/servlets/forum/800004470.jsp?fp=42,"Nov 11, 11:05 AM",1,Stock: [FBMKLCI-C13]: 
Huat ah,/servlets/forum/800004347.jsp?fp=42,"Nov 11, 10:37 AM",6,Stock: [FBMKLCI-HT]: 
gogogo....,/servlets/forum/800003938.jsp?fp=42,"Nov 9, 04:05 PM",13,Stock: [ARMADA-CY]: ARMADA-CY
http://www.ebay.com/itm/433Mhz-RF-transmitter-and-receiver-link-kit-fo......,/servlets/forum/800004473.jsp?fp=42,"Nov 6, 07:01 PM",2,Stock: [FBMKLCI-JA]: 
banyak murah...can go 0.10....buy..buy...,/servlets/forum/800004276.jsp?fp=42,"Nov 5, 04:12 PM",2,Stock: [FGV-C5]: 
wc better than wb.......can put some money for wc,/servlets/forum/800002916.jsp?fp=42,"Nov 5, 10:03 AM",70,Stock: [SANICHI-WB]: SANICHI TECH BHD-WARR B 13/18
Anyone knows why today suddenly no MM?,/servlets/forum/800004398.jsp?fp=42,"Nov 4, 09:36 AM",3,Stock: [FBMKLCI-C6]: 
Haha today any show????,/servlets/forum/800003802.jsp?fp=42,"Nov 3, 08:19 AM",24,Stock: [BTM-WB]: BTM RESOURCES BHD
haha,/servlets/forum/800004088.jsp?fp=42,"Nov 1, 04:20 PM",1,Stock: [MRCB-C4]: MRCB-C4
Salute to you ksyemks. You are ANGEL.   but calvintaneng from singapore is DEV...,/servlets/forum/800004001.jsp?fp=42,"Oct 14, 12:39 AM",342,Stock: [FBMKLCI-CR]: FBMKLCI-CR
buy lo...,/servlets/forum/800004599.jsp?fp=42,"Oct 29, 01:44 PM",4,Stock: [INIX-OR]: 
Break - even analysis Warrantholders may calculate the break even level of the...,/servlets/forum/800004562.jsp?fp=42,"Oct 29, 12:54 PM",3,Stock: [AIRASIAC27]: 
Islamic bond.,/servlets/forum/800003691.jsp?fp=42,"Oct 28, 10:34 AM",3,Stock: [DIN042300721]: DIN042300721
down trend begins,/servlets/forum/800004351.jsp?fp=42,"Oct 28, 10:08 AM",106,Stock: [FBMKLCI-C3]: 
Icic..okay...thank you very much..,/servlets/forum/800004198.jsp?fp=42,"Oct 28, 10:01 AM",527,Stock: [HSI-CP]: HSI-CP
panlai lo ..wa lauuuuuuuu,/servlets/forum/800004437.jsp?fp=42,"Oct 27, 02:10 PM",2,Stock: [HSI-CZ]: 
(0.41-0.40)/0.75=1.333333333 (0.44-0.40)/0.75=5.333333333,/servlets/forum/800004059.jsp?fp=42,"Sep 19, 07:29 AM",2,Stock: [BJCORP-CW]: BJCORP-CW
HAR!!! you all should know it stop trading from TODAY ba!!!!! prepare for subs...,/servlets/forum/800004579.jsp?fp=42,"Oct 26, 10:13 AM",4,Stock: [BORNOIL-OR]: 
"buy low (eg 0.050, 0.055), sell high (eg 0.060, 0.065), kikiki... untung jugak",/servlets/forum/800004242.jsp?fp=42,"Sep 2, 09:44 AM",3,Stock: [MYEG-CL]: 
If I have bought this EG-OR without having any EG stocks then what happens?,/servlets/forum/800004560.jsp?fp=42,"Oct 22, 04:23 PM",10,Stock: [EG-OR]: 
